,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
4158,3016371,1,68,1,180,3,7,1,0
4162,13795689,1,30,0,85,2,24,1,318
4163,13795760,1,26,1,125,2,0,2,0
4166,13811875,2,143,1,400,3,7,1,281
4169,13829968,1,2,1,90,5,16,1,3
4170,13830544,0,21,1,85,5,32,3,38
4171,159726,1,30,1,130,6,5,1,0
4172,8373183,1,64,0,95,1,32,1,0
4174,4341057,0,20,1,225,7,2,1,0
4175,13871213,0,12,1,135,2,2,1,0
4176,9854463,1,7,1,140,2,41,1,0
4177,13888072,1,28,1,200,5,4,1,0
4179,3964453,0,123,1,200,2,17,1,81
4182,6586128,4,114,0,71,4,18,2,45
4183,13917921,0,21,0,75,2,26,2,266
4184,13262455,1,28,1,275,3,7,3,157
4185,13931194,0,12,0,70,7,0,1,0
4186,3280997,1,71,1,250,1,1,1,0
4189,13933851,0,6,0,50,4,2,2,0
4190,9652075,0,3,1,124,4,65,1,165
4192,136352,2,56,0,50,5,37,1,313
4193,4992804,1,4,0,75,2,1,1,0
4194,12511213,1,19,0,90,4,1,1,0
4196,13968910,1,8,1,140,1,19,1,0
4197,3758251,0,0,1,200,3,2,1,0
4198,14011859,0,33,1,350,5,6,1,0
4199,3130728,1,2,1,100,2,23,1,0
4200,12082653,2,25,1,225,1,1,1,0
4201,12449641,0,6,0,65,1,3,2,0
4203,3417714,1,7,1,189,5,14,1,0
4204,14020493,1,52,1,265,3,6,1,29
4205,8511789,1,1,1,409,1,3,1,0
4206,12958562,0,13,0,95,4,12,1,0
4209,6055938,1,7,1,200,4,36,1,248
4210,14058714,1,19,1,200,5,51,1,88
4212,2153455,0,12,1,135,5,33,1,76
4213,14081811,0,33,1,325,4,12,1,0
4217,12750945,1,14,2,85,2,65,4,171
4218,14103991,2,37,0,55,1,51,4,333
4222,2208993,1,19,0,150,3,38,3,357
4223,14163479,0,16,1,195,5,3,1,0
4224,2333018,0,3,1,142,10,8,1,157
4226,14176488,4,144,2,55,7,10,1,365
4230,9421493,1,8,0,155,5,24,1,88
4232,4417252,1,2,0,68,9,31,1,129
4233,309329,0,33,1,150,2,52,1,53
4234,621971,0,33,1,150,4,0,1,0
4235,3187645,1,28,1,150,6,1,1,0
4236,10870477,1,19,0,100,1,1,1,365
4238,14262697,0,13,1,150,3,1,1,0
4239,14269155,0,38,1,160,5,0,1,24
4240,7069480,1,14,1,218,6,53,1,304
4241,4731948,1,64,1,430,1,24,4,14
4243,9031632,1,11,1,120,1,58,1,99
4244,14285627,0,32,1,200,5,42,1,15
4245,14289427,1,9,0,120,5,12,3,0
4246,9509125,1,19,0,250,3,0,1,365
4248,14295613,3,89,1,75,1,1,1,0
4249,2343136,0,36,1,175,1,2,1,0
4251,14317804,1,8,1,75,1,2,1,0
4253,14103991,2,37,0,75,1,48,4,355
4254,8497788,1,7,1,189,3,1,1,0
4255,3181226,2,31,0,55,1,1,1,0
4256,11330223,0,12,0,80,5,11,1,0
4257,14343538,0,21,0,69,3,19,1,238
4258,8741682,1,45,0,100,4,1,1,0
4259,2918667,2,39,1,100,1,1,1,0
4260,5225737,1,11,1,300,5,19,1,219
4262,14361027,1,8,1,179,2,15,1,0
4263,14362628,0,22,1,100,8,0,1,0
4264,6364557,2,56,1,130,4,45,1,170
4266,2739024,0,20,0,150,7,25,1,16
4269,2333304,1,8,1,200,1,1,1,0
4271,14435551,1,2,1,67,5,6,1,0
4272,14441566,1,1,1,200,4,7,1,32
4276,12795393,1,28,1,100,3,18,1,0
4277,3289988,1,2,0,55,5,0,1,90
4278,7915183,1,1,1,240,1,1,1,0
4279,3237504,1,52,1,150,3,33,1,107
4282,14518375,1,4,0,299,1,0,1,365
4285,3864482,1,52,0,100,1,34,1,0
4288,14582705,0,33,1,150,2,0,1,0
4290,14601436,1,23,1,185,5,4,1,0
4291,6064963,0,13,1,150,3,0,1,0
4293,13759034,0,12,0,100,2,11,1,0
4296,14586041,0,12,0,75,7,18,1,87
4298,14636480,2,56,1,130,4,56,1,0
4300,5229579,0,12,0,95,3,0,3,0
4301,14641776,0,13,1,100,5,3,1,0
4303,14655604,2,39,0,60,2,55,1,118
4304,13601944,0,10,1,195,6,11,1,13
4306,1668930,1,30,0,72,2,65,1,311
4307,14680576,0,15,1,300,2,13,1,224
4311,9638204,1,2,0,75,1,3,2,126
4313,6122006,1,45,1,125,2,27,2,0
4314,14720647,2,44,1,95,5,25,1,0
4316,14723162,2,56,0,149,1,10,1,365
4317,6964353,1,8,1,150,10,6,1,0
4320,14554858,1,11,1,385,5,44,1,180
4322,14763882,1,26,1,180,4,5,1,184
4323,14103991,2,37,0,59,2,48,4,185
4329,9840901,0,6,0,40,7,16,1,221
4330,7853680,1,5,1,250,5,2,1,0
4331,7321253,0,12,1,150,3,0,1,0
4333,6789600,0,33,1,149,6,2,1,0
4334,195783,0,12,1,169,4,33,1,0
4336,10593364,0,6,0,42,7,6,1,0
4337,14861483,1,101,1,325,1,0,1,0
4338,14864202,1,8,1,200,1,9,1,0
4339,263500,0,54,1,160,1,44,2,279
4340,1646926,0,12,0,155,2,42,1,0
4341,14902860,0,6,1,151,3,34,5,308
4342,4619132,1,14,1,200,1,1,1,0
4343,6683775,0,21,0,80,2,9,1,0
4344,14906518,2,25,1,119,3,2,1,0
4345,14908606,0,6,0,5000,6,10,1,363
4347,7229763,0,54,1,115,7,5,1,0
4348,1447684,0,20,0,65,1,56,3,269
4349,14932802,1,9,0,87,4,9,1,89
4352,14935685,1,7,1,250,1,0,1,0
4353,8520430,0,10,0,63,4,65,1,290
4354,17930,0,17,1,200,5,37,2,78
4355,3136117,0,20,1,185,3,9,1,0
4356,846521,1,27,1,250,2,18,1,9
4357,14970988,1,11,1,130,2,57,1,187
4358,9503874,0,32,1,185,4,65,1,254
4359,14975379,0,15,0,75,2,5,1,0
4361,7171571,0,6,0,65,1,4,1,0
4362,10395636,1,8,1,195,2,32,1,0
4363,14990573,1,101,1,200,1,46,1,0
4367,15010803,1,23,1,200,1,10,1,0
4368,15002363,1,2,0,100,3,60,1,0
4369,4963379,0,22,1,86,3,62,1,0
4370,1495881,1,14,1,225,3,6,1,0
4373,15029400,2,145,0,70,1,13,1,220
4378,15081041,1,5,1,169,5,0,1,0
4379,15089968,2,124,1,255,2,60,2,297
4382,15102869,1,30,1,115,7,11,1,4
4383,37879,0,34,1,299,3,13,1,346
4384,3963645,1,11,1,160,2,13,1,0
4385,15141764,1,28,2,175,1,1,1,0
4390,15153596,1,14,0,235,1,34,1,135
4391,2363988,0,12,0,100,5,2,1,0
4392,15082988,0,20,1,270,3,13,1,0
4395,3259274,0,15,0,60,2,2,2,83
4396,15182886,1,19,1,155,4,44,1,341
4398,5418972,1,9,1,125,2,11,1,0
4401,11018460,0,12,1,210,3,4,2,0
4402,15179425,0,32,1,150,2,10,1,0
4405,2604437,1,8,0,110,3,40,2,113
4406,15265839,0,20,0,70,2,8,1,0
4412,5986790,1,30,0,39,7,13,6,310
4415,11998560,0,15,0,66,1,6,2,41
4418,15303460,0,24,0,50,7,1,1,125
4419,7629544,1,30,0,185,2,34,1,365
4420,15318802,0,79,0,54,1,4,1,0
4421,15341073,0,22,1,100,6,2,1,202
4422,15341568,1,14,1,180,1,6,1,0
4424,5663597,0,29,1,350,3,11,1,21
4425,13208084,0,15,0,32,7,3,3,319
4426,1504257,0,12,1,165,8,23,1,297
4427,15355526,1,14,1,350,2,12,1,0
4428,15356877,0,36,1,795,6,0,1,14
4429,15134522,0,12,1,200,4,15,1,95
4430,15358791,0,21,1,175,5,5,1,107
4431,10364678,1,18,0,50,2,58,2,188
4432,67180,1,11,1,190,1,11,1,0
4433,8656650,1,2,0,110,2,37,1,182
4434,7249524,0,34,1,414,3,2,1,0
4435,10842335,0,113,1,135,2,0,1,0
4438,15445130,1,28,0,70,2,0,1,0
4439,339586,3,41,1,175,3,22,1,39
4442,8159536,4,72,0,50,1,21,3,188
4443,15476280,0,0,1,499,7,2,1,31
4444,15478980,0,79,2,80,1,7,1,90
4446,6041,2,49,0,47,2,14,1,0
4447,4401973,0,24,0,95,1,1,1,0
4451,1451702,1,19,1,225,8,0,1,0
4455,2534076,0,16,1,245,4,3,1,0
4457,15543098,1,28,0,55,1,2,1,0
4458,15559190,1,11,1,120,3,5,1,0
4460,15569250,1,64,0,115,2,9,1,332
4463,15579200,0,12,1,240,2,18,1,0
4464,15581137,1,11,0,130,2,0,1,0
4468,3541594,1,19,1,200,2,12,1,0
4469,3241305,0,24,1,99,4,43,1,0
4470,2539525,1,14,1,220,8,5,1,2
4471,15613241,1,28,1,250,3,3,1,0
4474,2448006,1,2,0,75,3,5,3,325
4475,3053987,0,21,1,78,3,10,2,0
4476,15639713,0,12,0,75,4,6,1,0
4477,1370474,0,146,1,152,2,3,1,12
4478,13969061,1,23,1,150,1,32,1,3
4482,15688520,1,19,1,950,3,42,2,34
4483,15638528,1,8,1,120,1,1,1,0
4484,5691429,1,45,1,100,1,5,1,0
4485,15636404,0,111,1,199,4,4,1,37
4487,4936720,0,12,0,75,1,52,2,25
4492,15733420,0,6,1,140,4,64,2,315
4494,13125226,0,12,1,200,2,2,1,157
4495,15743167,0,10,1,200,2,14,1,0
4496,10930874,2,63,1,100,1,1,1,0
4499,15767190,0,22,1,109,2,2,1,0
4500,9229108,0,20,0,126,2,15,2,105
4501,15778597,1,2,0,50,2,2,1,321
4502,15783686,1,14,1,325,4,6,1,0
4503,9306192,1,28,1,750,6,0,1,0
4504,8822946,0,15,1,135,5,4,1,0
4505,2885147,2,87,1,52,2,1,1,0
4507,15815237,2,37,0,59,3,35,1,158
4508,2641574,1,8,1,215,2,8,1,0
4509,15688520,1,19,0,240,2,8,2,93
4510,14911623,1,2,0,150,1,2,2,87
4511,5352357,0,20,0,83,2,2,1,0
4512,3008690,2,44,1,70,10,0,1,0
4513,15853337,1,23,1,160,2,6,1,0
4514,8703,1,2,2,200,1,8,1,180
4515,3663033,0,12,1,50,7,4,1,0
4517,15859636,1,2,0,125,1,0,1,0
4518,4025280,1,28,1,250,5,22,1,7
4520,15890334,0,29,1,67,1,0,1,0
4521,7853594,1,28,0,147,1,25,2,10
4523,15904341,0,15,1,65,5,6,1,0
4524,2472358,0,16,1,250,5,2,1,0
4526,15414317,1,28,1,150,5,10,1,0
4527,15667008,1,68,0,199,1,0,1,365
4528,3814039,0,12,0,64,3,47,1,282
4530,7580038,1,2,0,500,1,3,3,363
4531,469098,0,38,1,150,3,55,1,7
4534,15960720,0,22,0,40,10,0,1,0
4535,7784911,0,12,0,95,3,10,2,0
4536,10835806,0,6,1,185,5,60,1,0
4537,3323488,0,6,1,500,1,28,2,365
4538,7361593,1,11,1,115,3,2,1,0
4542,9105586,0,6,1,75,1,1,1,0
4543,4119683,1,101,0,100,1,4,1,0
4544,14736455,0,6,1,125,7,56,1,188
4545,6754169,0,12,1,350,2,2,2,0
4546,2338762,0,12,1,150,1,12,1,0
4547,15998942,2,56,1,200,5,22,1,188
4548,2323652,0,16,1,270,3,6,1,12
4549,8488933,0,17,1,184,5,22,1,0
4550,16067583,0,29,1,275,4,19,1,34
4551,16069958,1,19,1,171,2,1,1,0
4552,2416036,0,12,1,425,5,0,1,0
4553,6183406,1,11,1,200,4,4,1,0
4554,847230,0,13,1,165,3,7,1,0
4555,7351,0,10,0,85,2,23,3,363
4556,16109802,0,12,1,170,7,20,1,44
4558,16092773,0,15,0,125,2,36,1,7
4559,16100913,1,14,1,275,3,63,1,323
4560,14325632,0,15,0,120,2,8,2,162
4561,16107699,1,1,1,429,2,0,1,0
4562,16108191,0,10,1,225,4,2,1,0
4564,16114134,1,28,1,175,3,6,1,0
4565,14902860,0,6,1,155,3,44,5,363
4566,8158276,1,18,1,100,3,1,1,0
4567,16142344,1,2,0,70,3,16,1,209
4568,16151285,4,127,1,95,3,58,4,358
4569,16152979,0,16,1,450,2,12,1,13
4570,11249746,0,13,1,215,5,28,1,106
4571,241593,0,22,0,60,3,4,2,0
4572,9122601,4,115,0,75,5,35,1,300
4573,3772684,0,12,0,99,3,22,2,11
4576,9523245,1,8,1,195,3,8,1,0
4577,627678,2,63,0,50,7,2,1,140
4578,16217769,1,7,1,175,4,1,1,0
4580,727114,0,22,0,54,10,11,1,0
4585,16245979,1,28,1,280,2,17,1,0
4587,16254543,0,33,1,350,3,8,1,0
4588,1465030,0,12,0,70,5,0,1,0
4591,16258619,0,13,0,120,3,1,1,365
4594,11837926,1,1,0,125,7,17,3,309
4595,1014484,1,5,1,189,1,3,1,0
4596,16279457,0,15,0,100,7,0,1,0
4597,7691955,1,23,0,81,3,9,1,0
4600,16288210,1,30,0,62,3,37,1,35
4602,9502879,1,28,0,80,2,10,1,0
4603,16251030,1,30,2,65,2,9,1,0
4604,3321910,1,64,0,125,6,3,1,43
4606,3481965,1,52,0,90,4,3,1,0
4607,16304160,0,10,1,120,3,8,1,9
4608,16305093,0,17,1,250,1,0,2,0
4609,16306708,0,3,1,115,7,6,1,0
4610,16307118,0,24,0,55,1,47,1,249
4612,16319729,1,27,1,149,1,0,1,0
4614,16329859,0,34,1,400,6,34,1,1
4615,2941712,0,3,1,200,5,3,1,0
4616,4427756,0,20,1,111,2,45,1,0
4617,15384170,0,13,1,175,3,12,1,0
4618,14337132,1,2,1,150,2,31,1,0
4619,5164854,1,2,0,52,7,17,8,17
4621,11494077,0,33,1,425,6,5,1,321
4622,4928687,1,19,1,175,1,2,1,0
4624,16383743,0,22,0,180,1,0,1,0
4627,16395150,0,38,1,265,2,10,1,0
4628,16396714,1,26,0,60,2,15,3,188
4629,16399575,1,30,0,45,3,13,1,0
4630,4422817,1,4,0,89,2,7,1,0
4632,13561307,0,20,1,149,1,2,1,0
4635,16430857,1,2,1,78,5,13,1,0
4637,16433878,0,13,1,350,7,5,1,0
4638,1705205,0,32,1,115,5,0,1,0
4639,14369316,1,14,1,289,2,1,1,0
4641,16442583,1,4,0,50,2,6,1,0
4642,8349905,1,1,1,234,4,5,1,0
4643,8243983,0,15,0,50,1,0,1,0
4644,6726808,1,8,0,69,5,2,1,0
4645,417100,1,9,1,135,1,18,1,0
4647,16477306,1,28,1,16,2,21,1,9
4648,10297692,0,15,1,300,1,32,2,254
4649,124345,1,26,1,250,5,49,1,234
4650,16499705,0,22,1,70,1,5,1,0
4652,5668550,1,1,1,175,3,18,1,0
4653,8830645,0,33,1,160,3,2,1,0
4654,16512899,1,8,1,200,1,0,1,0
4655,9944244,0,29,0,57,7,11,1,0
4656,5508109,1,14,0,90,3,2,1,53
4657,16514175,2,81,0,89,2,40,5,1
4658,16516195,0,16,1,90,4,22,1,13
4659,16525423,1,11,1,200,4,48,1,312
4660,1746811,0,16,1,100,2,52,2,30
4662,16536815,1,19,1,170,4,14,1,0
4664,14289427,1,9,1,500,4,6,3,341
4665,2009585,0,36,1,145,3,13,1,0
4666,327673,0,16,1,250,3,16,2,6
4667,16545323,1,11,1,288,7,14,1,222
4668,4233003,0,12,1,245,3,18,1,0
4669,1568951,1,2,1,80,3,12,1,0
4670,4080758,0,29,1,125,5,5,1,0
4672,7105630,1,8,1,330,4,11,1,260
4673,16572580,0,12,0,60,5,6,2,0
4674,16572957,1,4,0,130,1,3,1,0
4677,16509287,1,2,0,155,2,14,1,172
4679,1174963,0,38,1,158,3,12,1,0
4680,16591767,0,12,1,169,5,51,1,91
4682,16596651,1,28,1,125,4,7,1,0
4683,15055035,2,56,0,70,3,25,1,353
4686,4042938,0,12,1,175,10,0,1,0
4687,5231131,0,20,1,150,7,0,1,0
4688,16622685,1,64,1,250,3,30,1,173
4689,16628226,2,25,0,100,1,0,1,0
4694,56920,1,8,0,135,2,0,2,352
4695,16678513,1,68,1,275,5,30,1,20
4696,16680791,1,11,1,180,3,3,1,0
4698,2082345,2,129,1,250,5,0,1,32
4702,12465884,1,4,0,100,3,64,1,219
4703,7889819,1,11,1,240,1,22,1,0
4704,341981,0,6,0,90,3,52,1,0
4705,16713474,0,15,1,220,2,55,1,306
4711,12774721,1,28,1,250,1,4,1,0
4712,175694,0,6,1,150,1,0,1,0
4713,16751902,1,8,0,44,1,2,1,0
4714,9306976,0,20,0,69,2,25,2,125
4715,1498951,0,21,0,65,1,0,1,5
4716,7640229,0,22,1,90,7,4,1,0
4717,1442768,0,54,1,125,4,10,1,0
4722,16789954,1,8,1,130,4,2,1,0
4724,3053578,1,8,1,145,7,6,1,0
4726,3840659,0,6,1,215,4,14,1,0
4727,16826094,1,4,1,100,3,1,1,0
4730,3655542,0,38,1,1000,4,0,1,0
4731,15689833,1,14,1,160,4,11,1,1
4734,1558222,0,20,0,75,1,3,3,0
4735,16872923,1,14,1,370,1,8,1,365
4736,16874459,1,26,1,425,2,4,1,0
4738,16879147,1,1,0,125,2,55,1,348
4739,1290508,1,14,1,179,10,1,1,0
4740,16883036,0,21,0,46,2,55,1,346
4741,19402,0,12,1,150,5,37,1,86
4742,12556197,0,15,0,52,4,37,2,0
4743,455017,1,30,0,80,1,1,1,351
4744,317692,0,38,1,120,2,4,1,0
4745,16916853,0,73,1,300,5,8,2,363
4746,8882019,0,32,0,110,2,1,1,189
4747,16926937,0,10,1,200,1,4,1,0
4748,4319841,0,17,1,75,5,9,1,0
4749,16942970,1,28,1,200,5,49,1,25
4750,16947051,1,14,1,300,3,11,1,0
4751,16948705,1,2,0,22,10,3,1,0
4753,16962600,1,23,1,125,7,4,1,0
4754,16968100,0,54,0,150,1,0,1,299
4755,16968641,1,28,1,185,5,18,1,31
4756,16989237,0,12,1,158,4,17,1,0
4757,4044499,0,22,0,30,1,0,1,0
4758,5783747,0,13,1,316,3,29,1,6
4760,17000648,2,56,1,97,3,33,1,0
4761,17001535,1,7,1,175,1,1,1,347
4762,1910452,0,12,2,60,1,0,2,0
4763,17003476,0,15,0,72,3,6,1,83
4765,1283991,1,8,1,225,3,0,1,0
4766,17018997,0,22,1,85,5,1,1,0
4767,7549,1,23,1,150,1,60,4,188
4769,17032761,1,1,0,400,7,5,1,0
4770,2042864,0,12,0,125,4,14,1,0
4772,3463555,1,30,1,88,2,0,1,0
4773,6273146,0,12,0,250,1,0,1,0
4774,13535952,1,7,1,300,1,0,1,0
4775,9317567,2,44,1,89,10,10,1,222
4776,908514,1,26,1,165,2,25,1,0
4779,17087544,0,17,1,150,4,26,1,0
4780,2468616,0,15,0,70,2,10,2,68
4782,3435970,0,32,1,220,5,3,1,186
4784,8597778,1,11,1,249,3,6,1,0
4785,2443535,0,15,1,90,7,0,1,0
4786,10657357,1,30,0,69,3,18,4,270
4788,17125263,1,4,0,69,2,60,2,271
4789,10657357,1,2,0,54,5,21,4,187
4790,10657357,1,30,0,50,5,24,4,177
4791,10657357,1,30,0,51,6,20,4,258
4792,17130866,1,7,0,99,3,10,1,0
4793,17132728,1,8,1,290,7,1,1,0
4796,178784,0,38,1,115,3,6,1,0
4798,17153037,0,21,1,125,7,25,1,270
4800,17156530,1,101,0,110,1,0,1,0
4801,17157906,1,43,1,205,2,8,1,0
4805,17171419,1,30,0,39,4,48,2,12
4806,17190169,1,14,1,349,5,19,1,358
4807,17196239,0,12,1,250,1,7,1,170
4810,2574806,0,21,1,170,2,1,1,0
4811,1964249,1,23,1,146,11,50,1,0
4812,17206543,2,56,1,99,2,7,1,0
4813,3640784,0,29,1,150,3,25,1,18
4815,17218916,0,12,1,500,2,48,1,365
4816,4345336,2,39,0,48,2,33,1,113
4817,17241205,0,12,1,129,1,21,1,0
4818,16345041,1,7,1,750,3,16,1,365
4819,17243187,1,27,1,180,5,9,1,87
4820,12483101,2,25,0,70,3,1,1,342
4821,17256091,1,28,1,150,2,0,1,0
4822,17247205,0,16,1,240,1,1,1,0
4823,7398990,0,16,1,100,5,10,1,0
4825,17272284,1,28,1,400,3,9,2,0
4827,17289499,0,29,1,140,3,12,1,4
4829,4274268,0,15,1,110,4,3,1,0
4830,17299359,0,6,1,175,3,1,2,365
4831,11081628,1,102,1,80,7,6,1,0
4832,16914467,1,1,1,150,2,4,1,0
4833,13148521,1,8,1,200,4,4,1,0
4834,17315514,0,79,0,50,10,1,2,0
4835,17318747,1,28,0,99,1,21,2,82
4836,5634395,1,2,0,60,7,11,2,0
4837,7356757,1,52,1,225,1,39,1,49
4838,17339848,1,30,1,175,3,5,1,0
4839,6045456,0,12,0,60,7,16,1,313
4840,17198795,1,28,1,255,2,1,1,341
4842,17347275,0,34,1,190,3,2,1,0
4843,17051201,0,16,1,495,3,15,3,198
4844,13637847,0,15,1,98,5,11,1,188
4845,14509754,0,12,0,150,1,0,1,364
4846,634096,0,12,1,250,1,0,1,0
4848,17130308,0,12,1,200,5,7,1,0
4849,666862,0,3,1,100,2,45,1,0
4851,178551,1,2,1,200,6,0,1,0
4852,9604972,1,23,1,110,1,1,1,0
4853,17430718,1,2,1,115,3,64,2,211
4854,5220670,1,4,0,75,1,3,1,0
4855,17159358,1,11,1,289,1,7,1,0
4858,17456385,1,7,1,150,1,0,1,0
4859,17457445,2,44,1,225,7,0,1,0
4860,12220316,0,13,1,375,3,6,1,252
4863,17475146,1,4,1,70,7,1,1,0
4866,17051201,0,16,1,149,2,19,3,28
4868,17479416,1,4,1,299,4,58,2,324
4869,16718001,0,6,1,50,3,15,1,0
4872,4374828,0,3,1,110,3,39,1,0
4873,6230230,1,23,0,69,2,36,3,5
4874,17299359,0,6,1,175,3,4,2,365
4876,17527788,0,21,1,144,1,51,2,85
4877,4320908,1,64,1,175,7,0,1,0
4878,6707119,1,2,1,150,1,1,1,0
4880,2553182,1,28,1,350,1,0,1,0
4881,17208512,0,90,1,75,3,4,1,0
4882,17568735,1,2,1,135,3,3,1,0
4887,17592620,0,12,1,318,5,19,1,268
4888,721833,1,26,1,184,3,0,1,0
4891,17604079,1,2,1,170,1,1,1,0
4892,17618198,2,49,0,100,2,2,1,365
4893,6145540,1,64,1,350,4,8,1,196
4894,10034987,1,8,1,199,3,25,1,0
4895,380728,0,12,0,77,6,17,1,188
4896,11308483,1,26,0,80,1,2,1,0
4897,17658078,4,98,0,79,2,11,1,0
4898,17671787,0,21,0,550,3,5,1,358
4899,130216,0,32,1,155,5,7,1,17
4901,17347754,0,12,1,119,2,10,1,0
4903,17682312,1,2,0,84,1,0,1,0
4905,617127,0,15,1,135,5,53,1,191
4907,6153186,0,12,1,150,1,5,1,0
4910,17711637,0,0,1,210,5,3,1,0
4911,5407403,1,18,0,80,2,50,1,6
4912,17719747,0,13,1,250,3,20,1,323
4913,17730490,1,14,1,175,1,18,1,0
4914,922478,0,3,0,65,1,52,2,82
4915,17737666,1,19,1,140,1,48,1,0
4916,17739111,1,2,1,129,4,17,1,64
4917,515946,1,19,1,159,4,45,1,87
4918,10628463,2,149,0,125,7,0,1,365
4919,4254072,1,11,1,249,3,44,1,332
4920,14902860,0,6,1,151,5,52,5,333
4922,9952523,0,15,1,125,3,10,1,0
4924,7665324,1,23,1,151,2,5,2,46
4928,12337318,1,2,0,70,2,28,2,80
4929,17781037,1,2,0,95,1,2,1,0
4930,254846,0,6,1,399,3,49,4,269
4932,6828085,1,11,2,110,1,47,1,362
4933,17791294,1,7,0,110,1,0,1,0
4937,506909,1,26,1,170,1,9,1,0
4938,16583238,1,23,1,125,5,12,1,0
4943,17842194,0,15,1,150,4,9,2,0
4944,17845064,2,63,1,150,1,0,1,364
4946,7879349,0,20,0,60,1,1,1,0
4947,7458731,0,54,1,85,3,37,1,310
4948,7250241,1,23,0,80,5,3,1,0
4949,6212988,1,11,0,100,3,16,1,0
4950,17866326,0,21,0,54,3,2,2,0
4951,3563304,0,6,1,113,4,38,1,191
4953,16974369,1,2,0,75,5,5,1,0
4954,17874864,1,2,2,200,1,31,1,365
4956,319077,0,3,1,500,3,19,4,365
4957,17885257,1,1,1,180,1,0,1,0
4958,15735446,0,12,1,200,1,14,1,336
4960,17891677,1,11,1,200,5,64,1,329
4961,7157099,0,24,1,140,5,7,3,14
4962,2120259,0,15,0,45,4,37,4,281
4963,6504434,0,79,0,35,7,0,1,0
4964,3902832,0,20,0,80,3,0,1,0
4965,636319,0,10,1,150,2,0,1,0
4967,17906693,1,7,0,200,2,62,1,304
4968,17920050,1,1,1,308,2,9,1,0
4969,17920926,1,64,1,270,5,8,1,0
4970,2401823,0,3,1,150,3,0,1,0
4971,8924899,1,19,1,365,2,62,1,28
4973,17953139,1,23,1,175,7,9,1,255
4974,298914,1,68,1,220,4,60,1,4
4975,7499240,1,30,0,80,1,3,2,314
4976,1673750,0,16,1,230,2,7,1,0
4980,18008945,1,4,1,100,4,50,1,12
4981,17891224,1,2,1,138,4,0,1,0
4982,18032197,0,79,1,100,4,25,1,0
4983,18038832,1,14,1,230,1,29,1,0
4984,18041691,1,2,1,225,1,5,1,0
4985,3771272,0,6,1,120,2,60,1,156
4986,3609048,0,15,0,99,2,8,3,365
4987,18051675,1,30,1,150,3,0,1,0
4989,11495235,0,21,1,150,1,2,1,0
4991,3588028,1,23,1,150,3,18,1,0
4993,8483704,1,11,1,200,7,16,1,50
4994,6310115,0,24,0,50,1,12,1,0
4995,5164854,1,2,0,45,6,13,8,346
4997,6150064,2,56,0,85,2,2,1,0
4998,18115202,1,19,0,85,1,0,1,0
5000,18115545,0,29,1,129,3,15,1,204
5004,18142696,1,19,1,160,2,5,1,0
5007,18147523,1,30,0,50,1,14,1,0
5008,18150845,1,30,0,145,6,61,1,257
5009,18151946,1,9,0,94,7,17,1,0
5010,17898189,1,28,1,180,2,24,1,0
5011,146825,1,64,0,80,6,3,1,0
5012,18156556,0,6,1,97,3,15,1,0
5013,11430190,0,6,1,90,2,51,1,179
5014,14157138,0,147,1,70,2,56,1,1
5015,16809056,2,56,1,120,3,29,1,0
5017,18170442,1,43,1,165,1,0,1,0
5018,1921498,1,30,0,59,9,26,3,109
5019,18183144,0,22,0,91,3,33,1,90
5021,18198406,0,6,0,45,1,13,1,0
5023,11976676,1,2,1,139,3,24,1,0
5024,17450462,1,2,0,65,7,45,1,290
5025,2033003,1,19,0,65,2,13,2,157
5026,461269,0,29,0,150,2,13,1,0
5027,18212957,2,56,1,115,2,5,1,0
5028,4421323,1,43,1,299,7,6,1,0
5031,16669342,0,3,1,100,1,0,1,0
5032,18225315,1,14,0,135,1,14,1,0
5034,17619450,0,22,0,69,1,4,1,0
5036,14273136,0,16,1,94,10,26,1,0
5037,18254730,0,10,1,192,4,6,1,8
5040,4666670,2,25,1,120,6,25,4,346
5041,6472334,0,12,0,69,2,11,2,0
5042,2574452,2,83,0,50,4,2,1,0
5043,18260128,1,2,1,125,3,8,1,0
5045,18264329,0,79,0,85,3,47,1,299
5050,18212433,1,7,1,199,5,40,8,43
5051,5652395,4,80,0,105,1,3,2,365
5053,14905237,0,22,1,120,3,12,1,0
5054,1279211,4,72,1,87,6,11,1,0
5055,3552711,2,61,1,125,1,30,2,158
5056,10262649,0,21,1,170,2,41,2,0
5057,18287550,1,28,1,250,7,3,1,0
5058,18289867,1,4,0,55,1,3,1,0
5059,18297103,2,39,0,80,1,57,1,253
5061,3325418,1,45,0,150,1,13,3,273
5062,740032,0,17,1,140,5,28,1,192
5064,6050632,1,23,1,159,3,1,1,0
5067,18343265,0,21,0,65,4,18,1,0
5068,17917168,0,79,1,100,1,26,1,0
5069,3563235,1,19,0,85,5,12,1,0
5070,534776,0,29,1,175,2,25,1,2
5071,18388112,0,33,1,175,3,4,1,0
5072,16916853,0,73,1,260,7,3,2,363
5073,2052361,0,24,1,80,3,24,3,19
5074,18397763,0,6,0,69,2,56,7,66
5075,10263308,0,6,1,100,3,36,1,89
5076,5909599,2,49,0,85,1,31,2,84
5077,14945045,0,90,1,95,3,2,1,0
5079,946672,0,0,0,49,2,6,1,0
5080,17525930,0,12,0,65,1,35,1,0
